Reporting Year,Building ID,MapLot,Year Added,Annual Report Received,Report Type,Buildings Included,Parent Building ID,Assessor Address,Address Point GIS,Property Type,Primary Property Type - Self Selected,Year Built,Property GFA - Self Reported (ft2),Grantee,Co_grantee,ENERGY STAR Score,Electricity Use - Grid Purchase (kWh),Electricity Use - Grid Purchase (kBtu),Natural Gas Use (therms),Natural Gas Use (kBtu),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),Kerosene Use (kBtu),District Chilled Water Use (kBtu),District Steam Use (kBtu),Electricity Use - Generated From Onsite Renewable Systems (kWh),Site Energy Use (kBtu),Weather Normalized Site Energy Use (kBtu),Site EUI (kBtu/ft2),Weather Normalized Site EUI (kBtu/ft2),Source Energy Use (kBtu),Weather Normalized Source Energy Use (kBtu),Source EUI (kBtu/ft2),Weather Normalized Source EUI (kBtu/ft2),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/ft2),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft2)
2016,668-34,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"50 Vassar St
Cambridge, MA
(42.361880789, -71.091209451)",Nonresidential,College/University,1983,26966,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,528637.9,1803712.8,,,,,,,,,1467120.1,4221984.2,,7492817.1,,277.9,,12209998.9,,452.8,,532.2,19.7,,
2018,560-3,130-144,2015,Yes,Child,"560-1,560-19, 560-20, 560-21, 560-22, 560-23, 560-25, 560-3, 560-31",,900 Memorial Dr,"900 Memorial Dr
Cambridge, MA",Multifamily Housing,Multifamily Housing,1964,489826,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",60,2288141.1,7807138.3,3530.088248,353008.8,,,,,,,,30101863.3,,38262010.5,,78.1,,61098852.2,,124.7,,2616.1,5.3,16117,32.9
2016,318-4,159-1,2015,Yes,Single,,,1341 Massachusetts Ave,"1 Harvard Yard
Cambridge, MA
(42.374062787, -71.118817225)",Nonresidential,Office,1900,12898,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",74,72021.4,245736.9,,,,,,,,,,746705.9,,992442.8,974019,76.9,75.5,1669931.7,1647767.2,129.5,127.8,73.4,5.7,112.2,
2017,76-29,267F-298,2016,No,Single,,,603 Concord Ave,"5 Wheeler St
Cambridge, MA
(42.388841426, -71.144162599)",Residential,,,,Abodez Acorn Cw LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,268-1,223-45,2016,Yes,Single,,,141 Brattle St,"145 Brattle St
Cambridge, MA
(42.377710943, -71.130897366)",Nonresidential,Worship Facility,1961,25432,Diocese Of The Armenian Church,Of America,60,76560,261223,15158,1515800,,,,,,,,,,1777023,1879540,70,74,2411829,2519472,95,99,103,4,301,12
2017,620-74,14-31,2015,Yes,Single,,,1 Broadway,"1 Broadway
Cambridge, MA
(42.362887749, -71.085122016)",Nonresidential,Office,1969,369713,"MIT One Broadway Fee Owner , LLC",,78,6000895,20475056,210199,21019931,,,,,,,,,,41494986,42622453,112,115,86362601,87120590,234,236,2866,8,5434,15
2016,245-32,257-47,2015,Yes,Child,"245-11, 245-16, 245-2, 245-26, 245-27, 245-28, 245-29, 245-3, 245-30, 245-31, 245-32, 245-33, 245-34, 245-35, 245-36, 245-37, 245-38, 245-39, 245-4, 245-40, 245-41, 245-42, 245-43, 245-44, 245-45, 245-46, 245-47, 245-48, 245-5, 245-50, 245-51, 245-52, 245-53, 245-54, 245-55, 245-56, 245-57, 245-58, 245-59, 245-6, 245-60, 245-61, 245-62, 245-63, 245-64, 245-65, 245-66, 245-8, 245-9",,676-694 Huron Ave,"3 Fresh Pond Pl
Cambridge, MA
(42.379885606, -71.153036611)",Residential,Multifamily Housing,1979,57875,"Gamble, Lincoln Bradley",Trustees of Condominium Assn.,100,87532,298659.4,4420.745982,442074.6,,,,,,,,,,740734,739664.1,12.8,12.8,1401968.7,1400392.5,24.2,24.2,52.4,0.9,87.5,
2018,667-1,52A-31,2015,Yes,Single,,,71 Vassar St,"15 Vassar St
Cambridge, MA",College/University,College/University,1951,57227,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,1272906.3,4343156.9,,,,,,,,,8977259,1912788,,15233203.8,,266.2,,24915934.2,,435.4,,933.1,16.3,994.2,17.37
2017,439-1,133-61,2017,No,,,,25-29 Mt Auburn St,"20 Arrow St
Cambridge, MA
(42.370942141, -71.114364371)",Nonresidential,,,,Roman Catholic Archbishop Of Boston,Corporation Sole,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,460-1,1A-109,2015,Yes,Single,,,10 Museum Way,"12 Museum Way
Cambridge, MA
(42.370305276, -71.070937024)",Residential,Multifamily Housing,1998,525000,"Regatta Riverview, LLC",C/O Ing Clarion,84,3945987,13463708,135156,13515649,,,,,,,,,,26979357,27876858,51,53,56467474,57558709,108,110,1868,4,13832,26
2017,378-8,1A-82,2016,Yes,Single,,,10 Glassworks Ave,"10 Glassworks Ave
Cambridge, MA
(42.370290681, -71.072971062)",Residential,Multifamily Housing,1926,57415,Avb Maple Leaf Apts Limited Partnership,"C/O Avalonbay Communities, Inc",41,862291,2942137,,,,,,,,,,,,2942137,3033683,51,53,9238309,9525763,161,166,251,4,1597,28
2018,669-6,70-34,2015,Yes,Single,,,30 State St,"265 Massachusetts Ave
Cambridge, MA",College/University,College/University,1964,103874,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,1230325.8,4197872.3,83793.0135,8379301.4,,,,,,,,,,12577173.6,,121.1,,21979585.4,,211.6,,766.9,7.4,250.6,2.41
2016,214-26,156-24,2016,Yes,Child,"214-37, 214-26",,1663 Massachusetts Ave,"1663 Massachusetts Ave
Cambridge, MA
(42.381734867, -71.1196742)",Nonresidential,Residence Hall/Dormitory,2009,7226,Lesley College,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,668-57,52A-21,2015,Yes,Single,,,60 Vassar St,"6 Vassar St
Cambridge, MA
(42.362465415, -71.090078505)",Nonresidential,College/University,1940,39121,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,646296,2205162,1425,142500,,,,,,,,3710951,,6058613,,155,,11538260,,295,,442,11,714,18
2018,290-3,170-39,2015,Yes,Single,,,16 Garden St,"16 Garden St
Cambridge, MA",Hotel,Hotel,1927,134200,"Bergoulian, Mary A.,",Edward N.& Walter A. Guleserian  Trs.,72,1609549.7,5491784.1,64724.99835,6472499.8,,,,,,,,,,11964283.9,11964283.9,89.2,11964283.9,24040326.8,24040326.8,179.1,24040326.8,764.8,5.7,5982.6,44.58
2016,355-5,168-25,2016,No,Single,,,14-16 Story St,"14 Story St
Cambridge, MA
(42.373823994, -71.122667973)",Nonresidential,,,,"14 Story Street Associates,",Ltd. Partnership,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,468-9,9-41,2015,Yes,Single,,,10 Canal Pk,"10 Canal Pk
Cambridge, MA
(42.369790022, -71.075470968)",Nonresidential,Office,1983,135710,BCSP Cambridge Ten Property LLC,"C/O Ten Canal Pk Massachusetts, LLC,",78,2590821,8839881,,,,,,,,,,,,8839881,8839881,65,65,27757227,27757227,205,205,755,6,1563,12
2016,226-6,156-26,2015,Yes,Single,,,1637-1653 Massachusetts Avenue,"1651 Massachusetts Ave
Cambridge, MA
(42.381027449, -71.119763852)",Residential,Residence Hall/Dormitory,1960,56438,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",41,453425.8,1547088.9,62931.00573,6293100.6,,,,,,,,,,7840189.4,7802398.6,138.9,138.2,11465614.6,11379689.1,203.2,201.6,483.9,8.6,1579.3,
2016,608-9,106-103,2016,No,Single,,,576 Massachusetts Ave,"15 Pearl St
Cambridge, MA
(42.364314482, -71.103033885)",Nonresidential,,,,"Rothman, George & Ethel Rothman,",C/O First Cambridge Realty,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,668-14,52A-21,2015,Yes,Single,,,60 Vassar St,"160 Memorial Dr
Cambridge, MA",College/University,College/University,1951,154516,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,1055580.8,3601642.2,,,,,,,,,5198651.2,24490134.9,,33290428.3,,215.4,,45970446.6,,297.5,,2176.2,14.1,1575.3,10.2
2016,318-28,159-1,2015,Yes,Single,,,1341 Massachusetts Ave,"12 Harvard Yard
Cambridge, MA
(42.374567435, -71.118653591)",Nonresidential,Office,1726,13206,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",91,54710.2,186671.3,,,,,,,,,138348,416147.1,,741166.4,724750.9,56.1,54.9,1225138,1206953.6,92.8,91.4,53,4,47.5,
2018,392-8,80-165,2015,Yes,Child,"392-13, 411-9, 392-23, 392-22, 392-21, 392-20, 392-19, 392-8, 411-8, 392-17, 411-7, 392-16, 411-6, 411-5, 398-13, 411-4, 411-3, 411-29, 411-28, 411-27, 411-26, 411-25, 411-24, 411-23, 411-22, 411-21, 411-20, 411-19, 411-18, 411-14, 411-13, 411-11, 411-10, 411-1, 392-9, 392-8, 392-4",,427 Windsor St,"10 Harrington Ter
Cambridge, MA",Multifamily Housing,Multifamily Housing,2014,51344,"Harwell Homes, Inc.",C/O Peabody Properties Inc.,65,261771.6,893164.7,34450.86678,3445086.7,,,,,,,,,,4338251.4,4485819.7,84.5,4485819.7,6421878.1,6594912,125.1,6594912,251.5,4.9,2248.6,43.8
2016,620-89,14-1038,2015,Yes,Single,,,350 Third St,"250 Kendall St
Cambridge, MA
(42.363811444, -71.083070448)",Residential,Multifamily Housing,2013,155196,"Cambridge Research Park, LLC",C/O Neil Duncan Chief Finance Officer,42,1525062.8,5203515,31790.25892,3179025.9,,,,,,,,,,8382540.9,8168088.4,54,52.6,19677014.3,19178690.9,126.8,123.6,672.3,4.3,4712.5,30.36
2018,288-12,217-18,2015,Yes,Child,"288-13, 280-4, 280-7, 288-2, 288-3, 288-8, 288-9, 288-10, 288-11, 288-12, 288-13, 288-14, 288-15",,99 Brattle St,"101 Brattle St
Cambridge, MA",College/University,College/University,1924,210512,Episcopal Divinity School,,,799738.8,2728709.1,44103.12946,4410312.9,,,,,,,,,,7139022.1,7376133.4,33.9,7376133.4,13198975.3,13447942.2,62.7,13447942.2,443.5,2.1,2330.9,11.07
2016,267-13,255-100,2015,Yes,Child,"267-10, 267-13, 267-12, 267-56, 267-50, 267-44, 267-32, 267-37, 267-35, 267-30, 267-28, 267-27, 267-24, 267-17, 267-16, 267-14, 267-31, 267-21, 267-43, 267-34, 267-18, 267-19, 267-19, 267-15, 267-10",,18 Cushing Court,"64-8 Lawn St
Cambridge, MA
(42.377666195, -71.152414506)",Residential,Multifamily Housing,1953,200633,Cambridge Housing Authority,,65,683629.9,2332545.6,155696.00071,15569600.1,,,,,,,,,,17902145.6,17854161.9,89.2,89,23672273.1,23596227.8,118,117.6,1052.6,5.2,17212.7,71.21
2018,625-2,43-71,2015,Yes,Single,,,100 Broadway,"120 Broadway
Cambridge, MA",Hotel,Hotel,1999,182611,"Rlj Cambridge Hotel, Llc","C/O Rlj Cambridge Hotel, Llc",52,1992620.6,6798822.3,110209.0023,11020900.2,,,,,,,,,,17819722.5,18078319.6,97.6,18078319.6,32920247.3,33027487.2,180.3,33027487.2,1106.6,6.1,7608,41.66
2016,81-3,265C-25,2015,Yes,Child,"81-1, 81-3, 81-6, 81-7, 81-2",,168-210 Alewife Brook Pkwy,"186 Alewife Brook Pkwy
Cambridge, MA
(42.390171717, -71.141955021)",Nonresidential,Strip Mall,1980,267440,The Fresh Pond Mall Limited Partnership,,,5416850.3,18482295.5,130773.9978,13077399.8,,,,,,,,,,31559695.3,31014420.8,118,116,71765677.6,70676969.6,268.3,264.3,2482.7,9.3,3998.1,14.95
2018,387-14,242-38,2015,No,Parent,"387-14, 387-22, 387-12, 387-23, 387-21, 387-18, 387-3, 387-6, 387-5, 387-24, 387-10, 387-8, 387-17, 387-25, 387-20, 387-39, 387-32, 387-28",,178 Coolidge Hill,"178 Coolidge Hill
Cambridge, MA",,,,,Shady Hill School,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44-2,267.4-319,2015,Yes,Parent,"44-2, 44-3",,150 Cambridgepark Dr,"150 Cambridgepark Dr
Cambridge, MA
(42.394877721, -71.14636496)",Nonresidential,Office,1986,258847,SPUS7 150 Cambridgepark Lp,C/O Cbre-New England,96,6678930,22788510,42865,4286494,,,,,,,,,,27075004,27397120,105,106,76056740,76231957,294,295,2175,8,3441,13
2017,597-4,73-124,2015,Yes,Parent,"597-13, 597-12, 597-11, 567-10, 597-9, 597-8, 597-7, 597-6, 597-5, 597-4, 597-3, 597-2, 597-17, 597-16, 597-15, 597-14, 597-1",,108 Harvard St,"140 Harvard St
Cambridge, MA
(42.365561001, -71.094375516)",Nonresidential,Multifamily Housing,1942,200075,Cambridge Housing Authority,,46,1137674,3881744,148250,14825000,,,,,,,,,112843,19091764,19178336,95,96,28139945,28231182,141,141,1152,6,11289,56
2016,245-39,257-47,2015,Yes,Child,"245-11, 245-16, 245-2, 245-26, 245-27, 245-28, 245-29, 245-3, 245-30, 245-31, 245-32, 245-33, 245-34, 245-35, 245-36, 245-37, 245-38, 245-39, 245-4, 245-40, 245-41, 245-42, 245-43, 245-44, 245-45, 245-46, 245-47, 245-48, 245-5, 245-50, 245-51, 245-52, 245-53, 245-54, 245-55, 245-56, 245-57, 245-58, 245-59, 245-6, 245-60, 245-61, 245-62, 245-63, 245-64, 245-65, 245-66, 245-8, 245-9",,676-694 Huron Ave,"36 Fresh Pond Pl
Cambridge, MA
(42.380291301, -71.153468232)",Residential,Multifamily Housing,1979,57875,"Gamble, Lincoln Bradley",Trustees of Condominium Assn.,100,87532,298659.4,4420.745982,442074.6,,,,,,,,,,740734,739664.1,12.8,12.8,1401968.7,1400392.5,24.2,24.2,52.4,0.9,87.5,
2017,668-39,52A-21,2015,Yes,Single,,,60 Vassar St,"60 Vassar St
Cambridge, MA
(42.361805142, -71.091367418)",Nonresidential,College/University,1968,75808,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,7867403,26843582,41,4100,,,,,,,9892274,13401456,,50141412,,661,,110307928,,1455,,3705,49,1326,17
2016,357-2,160-14,2015,Yes,Parent,"357-2, 357-3",,1336-1362 Massachusetts Ave,"75 Mt Auburn St
Cambridge, MA
(42.372136267, -71.118868752)",Nonresidential,Office,1964,198740,President And Fellows Of Harvard College,Harvard University R.E. Dept,99,1292418.9,4409733.9,34545.754588,3454575.5,,,,,,,2480674.1,,,10344983.4,10030579.1,52.1,50.6,19954542.7,19627039.2,100.6,98.9,740.8,3.7,,
2017,626-7,72A-1,2015,Yes,Child,"626-1, 626-7, 626-4, 626-2, 626-9, 626-8",,637 Main St,"7 Newtowne Ct
Cambridge, MA
(42.364026184, -71.093387534)",Nonresidential,Multifamily Housing,1938,275666,Cambridge Housing Authority,,77,1206903,4117953,164222,16422200,,,,,,,,,,20540153,21333921,75,77,30173683,31007139,110,113,1224,4,27951,101
2017,241-3,144-1,2015,Yes,Single,,,2 Oxford St,"60 Oxford St
Cambridge, MA
(42.380779733, -71.116336515)",Nonresidential,Office,2001,94386,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",100,1080721,3687422,,,,,,,,,2796628,4224709,,10708759,10848124,114,115,19457631,19648594,206,208,743,8,3298,35
2016,630-34,126-174,2015,Yes,Single,,,12 Gilmore Street,"12 Gilmore Street
Cambridge, MA
(42.364325769, -71.111485578)",Municipal,Other - Recreation,1924,10537,City Of Cambridge,,,43032.3,146826.1,6444.6453195,644464.5,,,,,,,,,,791290.6,777314,75.1,73.8,1137721.6,1119002.1,108,106.2,48.4,4.6,,
2016,112-8,152-51,2015,Yes,Single,,,1815 Massachusetts Ave,"1815 Massachusetts Ave
Cambridge, MA
(42.387351989, -71.119104297)",Nonresidential,College/University,1945,231590,Lesley College,,,2786994.7,9509227,104134.99806,10413499.8,,,,,,,,,,19922726.9,19442031.2,86,84,40793147.7,39995856.4,176.1,172.7,1473.1,6.4,4563.1,19.7
2018,206-13,213-2A,2015,Yes,Parent,"206-13, 206-11, 206-15",,52-70 Linnaean St,"64 Linnaean St
Cambridge, MA",Residence Hall/Dormitory,Residence Hall/Dormitory,1966,191943,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,1171487.3,3997115,156245.915,15624591.5,,,,,,,,,,19621706.5,,102.2,,28956762.2,,150.9,,1136.4,5.9,5034.8,26.23
2018,345-13,169-98,2015,Yes,Child,"345-5, 345-13",,50-52 Church St,"11-A Brattle St
Cambridge, MA",Mixed Use Property,Mixed Use Property,1979,96605,"Clarke, Jeannette E, Bradlee F Clarke,Jr",Sarah C. Pfaffenberger,,1033842.7,3527471.8,,,,,,,,,,,,3527471.8,3563289.1,36.5,3563289.1,11076261.5,11188727.9,114.7,11188727.9,270.5,2.8,2833.2,29.33
2018,267-27,255-100,2015,Yes,Child,"267-10, 267-13, 267-12, 267-56, 267-50, 267-44, 267-32, 267-37, 267-35, 267-30, 267-28, 267-27, 267-24, 267-17, 267-16, 267-14, 267-31, 267-21, 267-43, 267-34, 267-18, 267-19, 267-19, 267-15, 267-10",,18 Cushing Court,"67 6 Thingvalla Ave
Cambridge, MA",Multifamily Housing,Multifamily Housing,1953,200633,Cambridge Housing Authority,,68,670245.9,2286879.3,146810.0032,14681000.3,,,,,,,,,,16967879.6,17599238.8,84.6,17599238.8,22595851.4,23258778.5,112.6,23258778.5,955.1,4.8,14253.4,71.04
2017,705-1,67-44,2015,Yes,Single,,,24 Waverly St,"100 Sidney St
Cambridge, MA
(42.360059578, -71.102742973)",Nonresidential,College/University,2002,362687,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,2976310,10155171,123812,12381202,,,,,,,,,,22536373,,62,,44887500,,124,,1525,4,10944,30
2018,241-41,144-1,2015,Yes,Child,"241-45, 241-8, 241-4, 241-41",,2 Oxford St,"18 Oxford St
Cambridge, MA",Laboratory,Laboratory,1958,254734,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,5967812.6,20362179.2,4327.99973,432800,,,,,,,23598719.6,43670904.5,,88064603.3,88988964.3,345.7,88988964.3,140528295,141779557.8,551.7,141779557.8,5727.5,22.5,2423.9,9.52
2018,600-2,16-28,2016,Yes,Single,,,65 Binney St,"65 Binney St
Cambridge, MA",Worship Facility,Worship Facility,2009,35893,Corp. Of The Presiding Of The Church,Of Jesus Christ Of Latter-Day Saints,19,251314.2,857484.1,11461.93581,1146193.6,,,,,,,,,,2003677.6,2052070.8,55.8,2052070.8,3896003.2,3946816,108.5,3946816,126.6,3.5,98.9,2.76
2017,299-6,143-20,2015,Yes,Single,,,42 Quincy St,"42 Quincy St
Cambridge, MA
(42.375523243, -71.114287957)",Nonresidential,College/University,1972,166878,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,1622770,5536892,,,,,,,,,3852206,6813282,,16202381,16454179,97,99,29434707,29772363,176,178,1129,7,1467,9
2017,668-31,52A-21,2015,Yes,Single,,,60 Vassar St,"70-R Vassar St
Cambridge, MA
(42.361676438, -71.091688427)",Nonresidential,College/University,1928,63579,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,9071,30950,1860,186000,,,,,,,14035705,6030893,,20283548,,319,,21583601,,340,,1153,18,1121,18
2016,604-4,105-61,2015,Yes,Single,,,5 Western Avenue,"5 Western Avenue
Cambridge, MA
(42.365210468, -71.105435464)",Municipal,Mixed Use Property,2013,58318,City Of Cambridge,,,464823.2,1585976.8,13880.110998,1388011.1,,,,,,,,,,2973987.9,2952372.2,65.1,64.7,6437378.8,6376621.7,141,139.6,227.2,5,,
2018,673-2,70-74,2016,Yes,Single,,,209 Massachusetts Ave,"211 Massachusetts Ave
Cambridge, MA",Office,Office,1904,36081,"Mit 181 Massachusetts Ave Fee Own . Llc,",C/O Mit Investment Mgmt Co,97,181712,620001.4,9421.48384,942148.4,,,,,,,,,,1562149.7,1620473.1,43.3,1620473.1,2936060.1,2997299.6,81.4,2997299.6,97.6,2.7,0,0
2017,407-8,133-43,2015,No,Single,,,1200 Massachusetts Ave,"1200 Massachusetts Ave
Cambridge, MA
(42.371694734, -71.114981866)",Residential,,,,"Arrow Associates, L.L.C",C/O Hamilton Realty Co.,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,476-9,132-138,2015,Yes,Single,,,2 Mt Auburn St,"2 Mt Auburn St
Cambridge, MA",Multifamily Housing,Multifamily Housing,1972,71582,Hri Putnam SquARE Ii Llc,,38,622201.1,2122950.4,38199.70659,3819970.7,,,,,,,,,,5942921,6102960.6,83,6102960.6,10677033.4,10894577.9,149.2,10894577.9,365.7,5.1,2593.5,36.23
2017,330-3,241-14,2015,Yes,Child,"330-1, 330-3, 330-4, 330-5, 330-8",,300 Mt Auburn St,"300 Mt Auburn St
Cambridge, MA
(42.374857569, -71.133592395)",Nonresidential,Hospital (General Medical & Surgical),2009,932469,Mt. Auburn Hospital,% Thomas O'Donnell-Administration,58,22456296,76620890,1254502,125450249,,1329354,,,,,,,,203400492,202859093,218,218,373655002,371540763,401,398,13309,14,,
2017,672-5,48-129,2015,Yes,Single,,,40 Ames St,"20 Ames St
Cambridge, MA
(42.360902245, -71.088142512)",Nonresidential,College/University,1984,120331,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,1666282,5685356,,,,,,,,,696708,6602819,,12984884,,108,,26492189,,220,,961,8,403,3
2018,42-9,265D-53,2015,Yes,Child,"44-6, 42-9",,1 Alewife Pl,"1 Alewife Pl
Cambridge, MA",Office,Office,1989,25132,"Div 35 Cpd, Llc",,100,78817,268923.6,3896.333281,389633.3,,,,,,,,,,658556.9,682398.8,26.2,682398.8,1253535.1,1278569.1,49.9,1278569.1,41.3,1.6,183.6,7.31
2016,266-18,157-69,2015,Yes,Single,,,1525-1587 Massachusetts Ave,"1 Oxford St
Cambridge, MA
(42.376405696, -71.115779387)",Nonresidential,College/University,1973,356664,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,4788922.2,16339804.4,8222.028243,822202.8,,,,,,,16085750.7,21424052.5,,54671810.4,53875206.2,153.3,151.1,94030064.9,93196649.5,263.6,261.3,3894.7,10.9,2305.1,5.08
2016,395-3,160-60,2015,Yes,Parent,"395-3, 395-5,  401-11, 401-10, 401-8",,53 Bow St,"8 Linden St
Cambridge, MA
(42.372358565, -71.117318327)",Residential,Residence Hall/Dormitory,1760,204225,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,811266.9,2768043.1,36879.9995871,3688000,,,,,,,,9975001,,16431044.1,,80.5,,24564391.5,,120.3,,1126,5.5,5250.3,0.2
2016,603-1,11-43,2015,No,Single,,,10 Rogers St,"10 Rogers St
Cambridge, MA
(42.365725638, -71.077212985)",Residential,Multifamily Housing,1989,,10 Rogers St,"Scott Jaumot, Property Manager",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,708-5,57-131,2015,Yes,Single,,,120 Massachusetts Ave,"120 Massachusetts Ave
Cambridge, MA
(42.359927451, -71.094547725)",Nonresidential,College/University,1957,71444,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,1356443.4,4628185.4,6433.0009,643300.1,,,,,,,,5239272,,10510757.5,,147.1,,21511026.8,,301.1,,829.8,11.6,703.9,
2018,328-1,137-39,2015,Yes,Single,,,1700 Cambridge St,"16 Felton St
Cambridge, MA",K-12 School,K-12 School,2011,403393,Cambridge City Of,,95,2819558.1,9620333.3,101877.6589,10187765.9,,,,,,,,,38150.6,19938269.1,20474536.8,49.4,20474536.8,41035170.6,41598302.9,101.7,41598302.9,1278.7,3.2,254112.1,629.94
2017,387-17,242-38,2015,No,Child,"387-14, 387-22, 387-12, 387-23, 387-21, 387-18, 387-3, 387-6, 387-5, 387-24, 387-10, 387-8, 387-17, 387-25, 387-20, 387-39, 387-32, 387-28",,178 Coolidge Hill,"178 Coolidge Hill
Cambridge, MA
(42.372197022, -71.137620611)",Nonresidential,,,,Shady Hill School,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,705-1,67-44,2015,Yes,Single,,,24 Waverly St,"100 Sidney St
Cambridge, MA",College/University,College/University,2002,362687,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,3099180.2,10574404,137224.9985,13722499.8,,,,,,,,,,24296903.9,,67,,47612253.6,,131.3,,1539.6,4.2,6502.8,17.93
2016,398-10,164-5,2015,Yes,Single,,,70 JFK St,"1 Eliot St
Cambridge, MA
(42.372638426, -71.121693405)",Nonresidential,College/University,1986,28390,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,263320.2,898448.8,,,,,,,,,,694999.1,,1593447.9,1569612.3,56.1,55.3,3657241.7,3615174.3,128.8,127.3,133.1,4.7,409,
2016,681-6,128-30,2015,Yes,Parent,"681-6, 681-16",,808 Memorial Dr,"808 Memorial Dr
Cambridge, MA
(42.360992434, -71.115874051)",Residential,Multifamily Housing,1969,148317,808 Memorial Drive Association,C/O Homeowner Rehab,47,1335791.7,4557721.8,63780.15511,6378015.5,,,,,,,,,,10935737.4,10923663.4,73.7,73.7,21008162.9,20995485.2,141.6,141.6,779.7,5.3,5761,38.84
2018,267-50,255-100,2015,Yes,Child,"267-10, 267-13, 267-12, 267-56, 267-50, 267-44, 267-32, 267-37, 267-35, 267-30, 267-28, 267-27, 267-24, 267-17, 267-16, 267-14, 267-31, 267-21, 267-43, 267-34, 267-18, 267-19, 267-19, 267-15, 267-10",,18 Cushing Court,"55 6 Thingvalla Ave
Cambridge, MA",Multifamily Housing,Multifamily Housing,1953,200633,Cambridge Housing Authority,,68,670245.9,2286879.3,146810.0032,14681000.3,,,,,,,,,,16967879.6,17599238.8,84.6,17599238.8,22595851.4,23258778.5,112.6,23258778.5,955.1,4.8,14253.4,71.04
2016,241-61,144-1,2015,Yes,Single,,,2 Oxford St,"50 Oxford St
Cambridge, MA
(42.379670208, -71.11646259)",Nonresidential,College/University,1902,36099,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,111165.7,379297.4,,,,,,,,,233688,940241.5,,1553226.9,1530078.4,43,42.4,2555830.9,2530658.7,70.8,70.1,111.4,3.1,374,2.07
2016,624-5,106-122,2015,Yes,Single,,,237 Franklin St,"237 Franklin St
Cambridge, MA
(42.36403304, -71.104318183)",Residential,Multifamily Housing,1976,125276,Cambridge Housing Authority,,1,3173376.5,10827562,,,,,,,,,,,,10827562,10688593.3,86.4,85.3,33998544.8,33562183.1,271.4,267.9,1047.5,8.4,7109.5,56.75
2016,355-3,168-60,2015,Yes,Child,"355-2, 355-3",,4-12 Story St,"8 Story St
Cambridge, MA
(42.373977947, -71.122329912)",Nonresidential,Office,1970,61666,President And Fellows Of Harvard College,1350 Massachusetts Ave.,89,568033.5,1938130.5,23356.9583151,2335695.8,,,,,,,,,,4273826.4,4173771.4,69.3,67.7,8538210.5,8359341.7,138.5,135.6,311.6,5.1,856.1,
